Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
12307,5,0.1607,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",s quick quick model based rules written today ation percent loans forn
12510,3,0.1607,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay ed sense pipeline sounds strong segments loan portfolio terms pipeline strongest update team stands teams currently push roll oars hires completed recently
1019,3,0.1605,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",mentioned consumer deposit growth outperform average consumer deposits billion s hop little degree reflect build branches deposit growth grow related digital bank simply perception superior strength came hears study say benefit perception fail thanks
2032,7,0.1605,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",thanks loan deposit ratio supposed stable fourth ratio lower deposit strategies
2657,6,0.1605,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks ed components interest margin guidance clear effects broadly lower guidance change broader environment function specific terms assets fund structure
3336,6,0.1605,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",understood noticed press release mentioned income lower sale expenses lowered n sale
3617,7,0.1605,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay okay fair yeah pertains s expansion future rate hikes little expansion sort forward december september hike
3754,3,0.1605,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", expands glenn asked clearly bank stocks broad market tell ths economy slow relationship bank revenue growth solid economic growth broken correlated ed wonder n fairly strong results board market wrong terms economy bank revenues related strong economy
4184,7,0.1605,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay ation organic growth opportunity s actually deposit balances increase headwind online impact fairly pronounced correlation high deposits industry excess reserve
5693,4,0.1605,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", jamie investor feedback indicated encouraged fact banks remain profitable absorb pretty significant provisions proven today hesitant bank stocks n overhang dfast resubmissions fourth imply dividend alluded prepared remarks wonder scenario play relative basis s generation view dividend sustainability outside extreme adverse case
6931,2,0.1605,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",understood mentioned regards able hold ths considered referr reported liquidity adjusted high
9511,3,0.1605,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay helpful thank secondly ly sw unfunded commitments reserve provision added imply od generation fund later help boost loan growth
9525,6,0.1605,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay okay prepay s elevated prepays s like obviously hard predict sort pattern borrowers sense flow half 
10901,0,0.1605,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",ed reserve linked change related energy factors portfolio qualitative perspective caused provision
11421,3,0.1605,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",s thank information morn beginn mentioned sort implied survey collected april stronger june ultimately square deferrals ed morn
12152,6,0.1605,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay helpful thank try handle expenses expenses percentage average assets basis s like ratio closer lower near term longer term targets expenses percentage assets
12224,2,0.1605,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",sorry missed overall average purchase rate securities bought reinvestment rates today
12256,4,0.1605,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay curious discussion earlier credits weren leveraged levered issue s covenants restrict junior debt loans sort levered firms like happens sort mature
57,5,0.1604,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick", couple decision pull medium term guidance totally understand pull medium term guidance wonder concern depth tough rationale
886,5,0.1604,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",mind squeeze messy obviously deal clos related actions adjusted earns call level able build cost saves come lower taxes thanks
919,6,0.1604,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",related downs pretty issue industry hard strip organic basis level downs experienced relative production level downs based conceded potentially slow
3849,2,0.1604,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay asia consumer accounts card retail bank accounts pretty flat opportunity grow sort strategy asia grow accounts mature market
4338,3,0.1604,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",touched little gett return provid loan modifications leveraged borrowers form consent fees additional equity contribution sponsors provide modifications
4871,4,0.1604,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",separately daryl speak kelly speak little buybacks close close spoke ation closer release ed like little close tell parts mov impacts out buyback
1027,4,0.1603,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay operat leverage cadence seasonality operat leverage bill issue process days hurt lower thanks
5135,5,0.1603,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay worries expense ths sure heard million million excludes intangible amortization expense correct
5247,0,0.1603,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",ed s n s repric currently phonetic say s current offer rate phonetic phonetic hear right
5635,4,0.1603,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay lastly wondered sort update additional plans branch optimization
5907,0,0.1603,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay incremental derisk cash flow refinanc portfolio couple charge offs 
6157,1,0.1603,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thorough helpful thank houston expansion said applies terms grow houston love thoughts houston versus dallas fort worth mean obviously presence markets wonder specific attributes houston causes expand versus dallas
6448,0,0.1603,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",yeah great experience like fine tun target based experience 
6669,5,0.1603,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",help understand million ppnr benefit means mean total benefit rate cost unclear
7965,1,0.1603,"term, market, business, change, mortgage, long, customer, month, sale, strategy",great deposit decline commercial bank related seasonality municipal business
8567,4,0.1603,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay thanks branches com roughly tim branches come average expense branch associated break
8869,3,0.1603,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",yeah worry positives temporary negatives permanent try size appreciate willness thanks
9588,2,0.1603,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay dovetails s balance deposit growth like gett traction like continue correct
11401,3,0.1603,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", loan downs kevin kessel accelerate lower rate environment pace similar
11772,7,0.1603,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay sorry darren answered apologize s benefit increased wages impact rate rate
12153,3,0.1603,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay sle family delinquencies primarily loans unique structure delinquencies
7,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",od morn jamie wonder incremental commercial exposures heavily covid impacted sectors travel retail help understand types areas incremental commercial reserve build directed 
103,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od morn curious views trajectory didn longer slide deck ation curious impact sale rate loans projected rate cuts come
177,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od morn terms margin out progresses context discuss fund strategy borrows plan fund balance sheet forward great
320,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn s fees little noise fourth n seizure capital markets s like traction major line items guidance john bruce little sort complexion main drivers guide 
691,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",ed start expense efficiency ratio out focus company od progress expand little continued expansion catchment radius like branch network headed forward
749,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand", wonder help quantify magnitude interest margin decline second magnitude attributed payment protection program assume loans mean higher start versus
1139,5,0.1602,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",thanks hope s rich ed pull market obviously wasn evident magnitude pull market expenses walk course period experience weakness result covid
1256,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",right great margin cadence fairly asset sensitive company collar limits asset sensitivity valerie heard cadence somewhat neutral rates forward mean continu stable downside
1412,3,0.1602,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay consider weakness thank clarify second previously indicated ation operat leverage ed range positive included s prepared remarks update out pretty hard reach operat leverage n months trend
2002,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", casey guidance revenues expense growth marginal efficiency ratio inclusive businesses current out kick start runn exclusive
2264,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks od morn prices obviously remain fairly strong despite persistent strength recently driv strength strength continue affect remarket games forward
2600,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal", mean clearly stock market based stock price doesn believe customers weaker mean s worse ed play like actually borrowers better shape people realize
3150,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",great thank related terms core asset growth help little granular understand specifically asset classes grow remain softer
3158,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",right actually loan yields actually stable basis wonder help understand contribution related interest income versus plays terms yields forness fees
3248,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay great thank credit missed touched loan loss reserve trend incremental credit cost provision outsized growth upcom 
3798,1,0.1602,"term, market, business, change, mortgage, long, customer, month, sale, strategy",right noticed long term profitability targets slide deck plus wonder suggests terms als position changes previous targets
3905,1,0.1602,"term, market, business, change, mortgage, long, customer, month, sale, strategy", obviously multi family recollection efforts remain news national media local media curious update terms ability collect different segments multi family
4007,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks tak s valerie securities portfolio grew little forward obviously brokered deposits gett near trough level securities remain relatively stable s find od opportunities potentially grow
4150,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od morn couple s ed rate runoff resi mean believe hudson city production variable rate sure rates wonder remind thoughts rate runoff changes com s
4797,5,0.1602,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great thanks program reasonable assume help boost capital levels later revenues start realized wonder reconsider start regain preferred
4965,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",right lots variables quick ones dean premium amortization mentioned million little million baked margin guide ations sustain level increase decrease n margin guide
4984,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",reserve build out track growth reserve ratio similar cards anticipate additional build size hurricane impact great 
5445,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",credit strategy managed obviously right strategy aggressive early differentiate sort transactional relationships versus indicated jack s pretty od handle perform ed blah blah blah 
5457,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",right separate jamie letter highlights ation interest rates higher track laid doesn like market digest thought market digest basically ed different ation recent market react
6514,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay okay great strategically chance paul sort indecipherable world sort lens terms view novo branch redo current branches relative rise completely table
6569,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",jerry heard s margin initially pressure s compete loan pric long term margin assum hold directionally margin puts s specific guidance
6650,5,0.1602,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",yeah great statement release decline response strategically reduc certain facilities change economic direct phonetic provide little statement
6738,3,0.1602,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",understood okay expenses obviously adjusted basis expenses od especially versus ations target positive operat leverage presumably guidance like adjusted basis 
7850,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",s mentioned business spend impact payments slow growth kept overall guidance income sle digits believe puts s income absent ths mortgage bank said little better comp basis 
8068,1,0.1602,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay mean mean round s million million figure somewhat recurr larger jump terms mean mentioned branches tech expenditures com little jump expenses terms little higher
8179,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",helps appreciate guidance statement ed versus try outline investors fact historical spread market rates come versus s rates long grind com relation mentioned balance sheet flexibility didn liquidity wise loan deposit ratio come flexibility 
8272,3,0.1602,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay great update cecl thoughts potential impacts cecl consumer lend n longer duration nature consumer loans relative commercial loans
8465,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",sure understood miss asset earn asset repric details gave prepared s fixed versus float dynamics loan portfolio today s floors float portfolio million matur fourth cost rate right elaborate appreciate
8975,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",loan deposit ratio pull credits objective loan deposit ratio sort relative range target mind
9607,1,0.1602,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od morn ed loan trends core loan trends curious left terms legacy secondarily loan demand like core portfolio mortgage warehouse
10018,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay od matt earlier deposits trends od acceleration reduction cost deposits continued acceleration fast costs brought helpful
10033,5,0.1602,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",yeah helpful try square margin s guide accretion sounded like ation remain million accretion level half created cash recoveries
10327,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",ed capital template ed couple mov pieces sure work stress losses remain constant runn stress test losses come s rerun probably level capitals
10442,3,0.1602,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",great helpful thanks darren mortgage bank thanks details gave earlier s like versus second resi mortgage bank essentially flat said million pretty decent commercial real estate gain sale implies smaller ones servic commercial real estate million million forward average million million half forward commercial real estate
10858,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase", darren said earlier interest margin impacted basis s excess cash basis s investors thought helpful peers said morn normalized stabilize earns power post noise
10874,1,0.1602,"term, market, business, change, mortgage, long, customer, month, sale, strategy", segments geographies hitt targets long term like retail card migrate capital emerg markets migrate capital mexico asia grow faster feel like current current
11149,0,0.1602,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",understood terms preferred rewards card work type rewards cost terms card fees line spend
11301,3,0.1602,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", social distanc loans little billion footnotes s like wineries breweries removed wonder changes second portfolios catery experienced elevated increase criticized loans
11723,2,0.1602,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow", period basis fourth average billion deposit hudson city deposits cetera level securities portfolio s hedg telco strategies area grow stabilize security
12184,6,0.1602,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay shift gears brian investment bank hear fact hir bankers paul mentioned fees based results better come like slipped s ne slipped risk issue expense issue issue brian
12194,7,0.1602,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",yeah fair jamie said past s lend account right lend account lend economic right challenge marianne mentioned unintended consequences interest fact banks lean mentioned marianne
12396,4,0.1602,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",thank quickly mov parts industry out confident reach sustain reach rotce target intermediate term break lower funds
744,6,0.1601,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",tcha understood able quantify expense savs able loans s
932,7,0.1601,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",secondly margin n intense deposit competition jersey magnitude margin expansion com s significant 
946,3,0.1601,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",right right right thanks jerry secondly loan growth com level ed past
5298,3,0.1601,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay okay helpful chris hear paydowns slow higher level paydown
5372,2,0.1601,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thank od morn asset quality continues excellent curious couple items
6791,6,0.1601,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",final housekeep guidance terms effective rate
10345,2,0.1601,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow", puts s hold fairly steady forward
342,3,0.16,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thanks od morn s start deposit out deposit growth driven interest bear confidence level hold level forward lost relationship credit related decision confidence hold level avoid attrition
1510,3,0.16,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",right thank walmart portfolio n lower tender share penetration wonder growth opportunity contributor card growth clarification market expense out growth moderately higher sort od comparison terms growth rate thank
1981,1,0.1599,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay secondarily mean flagg slowdown activity rail reflected behavior action payment rates general commercial portfolio
2514,7,0.1599,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",final chad income growth slowed past continued downward pressure multi account fees remain pressure thanks
5095,6,0.1599,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",yeah okay mov expenses billion understand hard frame n wonder billion feel control today versus tape aside redundancies touch stage
5632,0,0.1599,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",helpful s like covid sensitive loan exposures came nicely called billion gave breakout terms energy restaurant hotel breakdown billion
6753,7,0.1599,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",great thanks dale prepared remarks said n strategies floors deposit pric pressure little severe forward additional s terms severity especially s liquidity com little
8562,6,0.1599,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",great thank ed probe tyler expenses range million million terms core core expenses mov parts optimistic closer million forward
8832,3,0.1599,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay helpful loan repric hear libor increas slower pace increase loan yields little lighter wonder fixed rate lend start hedge
8983,1,0.1599,"term, market, business, change, mortgage, long, customer, month, sale, strategy",helpful mortgage indicated richard jamie right slowdown vernment shutdown impacted feel od out sounds like committed encouraged business br terms opportunity 
9291,1,0.1599,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay helpful separately proprietary mutual fund business sell mindful revenue expense impact forward provided s
9905,1,0.1599,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay bill consolidation ed build background obviously industry great s consecutive record profitability adjust s changes credit quality spectacular
10402,4,0.1599,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",thanks update deposit initiative progress little better latest
10778,6,0.1599,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",understand correctly fourth right
11116,7,0.1599,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay linear draw line exit model works pushed push s defend margin simply product environment
12090,6,0.1599,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks quick s expenses sounds like mexico manag efficiency ratio try lower mean mean officially decided piece investments outlined million opportunity pull
4289,5,0.1598,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay digg little deeper n million improvement broker dealer mortgage business couple million dollars bank material drop expenses fdic assessment credit potentially sense assessment credit versus rate expense reduction
1458,0,0.1597,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", ed energy second additional weakness anticipat function redetermination season review impact portfolio lenders chang reserve base lend test factor terms
2356,3,0.1597,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",remind factors loo decisions competition locally nationally loan growth plans gets
5183,4,0.1597,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay expense billion s billion out billion od expenses better volumes track mind overhead ratio overly focus dollar
5582,6,0.1597,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",right squeeze mark mean obviously disaped execution strategy controls transparency forward financials expenses mark asked
8168,1,0.1597,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay obviously recogniz important strategy landscape pace pick better opportunities unique opportunities lines
10089,1,0.1597,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay different sort related regard cecl runn parallel conversations auditors regulators ne detail
10652,2,0.1597,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",thanks s merchant process anomaly growth rates growth sequentially annualized growth s like acceleration date grow strange s work momentum finally pick sense store sales retail purchases gett lift economy wait long
10818,3,0.1597,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", thanks tak s addressed phil mentioned bank intention reduce energy exposure sle digit level sounds like driver decision board level speak risk profile asset class favorable speak volatility stock price try understand driver decision
10996,4,0.1597,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",right fac customers obviously directly recall correctly renetiation earlier sears s little flexibility approach clients work right
12100,6,0.1597,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",great helpful kevin quick expense savs opportunities simply commissions expense outlined earlier
2343,0,0.1596,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",obviously million dollar s reserve build forward sort context added added loan growth s like like phonetic reserve help sort understand reserve came sitt phonetic fram little technical issues
527,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",closures combinations sort geography tend rural rural detail
625,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay right thanks adjusted ation ation interest income type expense offset
734,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention", credit thanks cecl impact largely driven growth ed originations
764,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay understood help easy n happened rates ed little margin factors affected s margin 
796,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",based feel pretty od trends progress rest reviews
967,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay helpful loans assum forness tim bulk forn paid remain balance sheet term
1055,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",helpful mean obviously spoke growth negative range negative sle digits
1360,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay maturities bullet higher yield maturity indicative rest portfolio s like
1459,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",od morn glenn cross current resolution plann liquidity stress test help level excess deployable cash jpmorgan
1645,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",margin nice hear stability fourth margin barely peer average
1870,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",great thanks sylar phil chris expense sure expense guide right million million includ rs rs related acquisition simple exercise putt million million acceleration
2365,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",mean resi mortgage driv significant proportion loans loan growth mean assume come lower yield
2373,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",help thank aldis guidance total deposit growth believe sle digits mentioned ation deposit growth
2421,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay size credit compares typical size credit mortgage warehouse 
2443,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",s couple deposit costs s mean held pretty obviously deposits trend half 
2648,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",stick expense s like icon runn million ly operat expenses od rate incremental icon
2735,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", terms problem loans came fourth s confidence credit migration trend inflect
2878,5,0.1595,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",okay great terms margin margin guidance include exclude loans
2984,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",great understood thanks inside efficiency help separate efficiency help versus rates help presum curve hikes 
3654,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay sort estimate flow income presumably margin assume loans clarify little
3658,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay helpful mentioned large chunk matur quantify ed cost benefit ation roll
3731,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",mov terms capital peter dean terms capital levels like bind constraint manag capital buybacks forward
3769,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",od morn s curious expense reasonable hold operat costs similar level
3906,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",thanks od results tease little sort acquisition means near term sort factor growth
4010,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od morn wonder darren little credit moved accrual terms industry geography collateral interest thanks
4233,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",fair benefit state operat losses minimal guidance based investments mak
4383,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay thanks curious purchase loan growth try build relationships consumer indirect
4421,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay valerie expenses mean runn high million ly basis specifically fall cost saves tak mortgage bank
4531,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",basis s basis s yeah sure didn overdo understood terms loan deposit ratio went growth 
4545,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",thanks congratulations deal s chris holmes start legacy out clarity clarity view mortgage business
4591,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",thanks s start branch acquisition couple s reason santander sell branches
5103,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",thanks s like pretty important driver growth concentration limits will portfolio grow
5164,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",separately interest income ed mov higher assume linked basis
5239,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",od thanks congratulations deal s chris holmes start legacy out clarity clarity view mortgage business
5314,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",okay bigger picture ed continu nominal expense growth forward mentioned balance mentioned needs invest mentioned self help stuff branches decline legal cetera mov parts ability continue nominal type growth rate expenses thanks
5363,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",okay exclud alternative energy litigation probably like million reasonable expense rate fourth 
5491,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", cardworks speak deal consummated like s assum ed deal sort profitability business financial crisis breakeven worst 
5517,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",curious competitive environment persist wonder makes challeng loan growth target
5686,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay finally indirect auto expand dealer network tak product dealer
5969,1,0.1595,"term, market, business, change, mortgage, long, customer, month, sale, strategy",okay okay pric ed challeng loan demand margins lead soften prices curious terms pric thanks
6018,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",bak little benefit little offset expand margins trad rate cuts guidance
6131,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",quick investors extreme adverse case preference cutt dividend temporary suspension difference
6273,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",terms yields originations like compare versus current portfolio yields generally
6410,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide", right thank additional disclosure cecl wonder sense portfolios inflation loan cateries
6438,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",okay ed technology life sciences trends thought grow little especially capital line credit business help underly trends 
6450,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od appreciate detail rate model second half remind ation effective rate
6509,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",rate curve flatten intra changed investment decisions securities portfolio
6828,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay appreciate lindsay owen answered reserve levels restaurant vernment guaranteed today sense
6832,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand", sounds like plenty capacity staff hav additional revenue producers
7032,4,0.1595,"bank, capital, ratio, target, share, opportunity, investment, efficiency, today, deal",okay thanks capital position appetite additional opposed buyback completely table 
7221,2,0.1595,"balance, forward, yield, curious, sense, sheet, continue, asset, thought, grow",great obviously gave cecl wondered outside adjustment balance sheet different help on loan loss provision forward like
7285,5,0.1595,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",great lastly credit jump substandard june september million breakdown healthcare terms dollars
7289,6,0.1595,"expense, high, level, sort, guidance, fourth, base, provision, sound, understand",great thanks quick guidance walk puts s gets comfortable able grow macro assumptions thanks
7339,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",okay compares borrows paid generally sort aware n s fund remix
7460,5,0.1595,"great, helpful, impact, mention, revenue, understand, line, income, benefit, quick",quantification terms dollar dollar benefit shareholders anticipate identified
7464,7,0.1595,"rate, deposit, basis, margin, cost, interest, ation, start, core, increase",od mornign walk debt repric little surpris actually lift margin clearly debt repric
7542,3,0.1595,"growth, loan, commercial, strong, feel, trend, leverage, drive, type, mention",yeah s appraisals multifamily loans valuations contracted post rent regulation months
7577,0,0.1595,"credit, portfolio, reserve, loss, consumer, charge, risk, build, card, slide",okay ed credit obviously remains strong perform ticked little charge offs relationship provide helpful
